movieId,title,genres,imdbId,tmdbId,original_title,overview,poster_path,backdrop_path
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,tt0114039,146599,Once Upon a Time... When We Were Colored,"This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights.",/45xucuNlia6vEPWYrYu2QlnwgpO.jpg,NA
85,Angels and Insects (1995),Drama|Romance,tt0112365,8447,Angels and Insects,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,NA
86,White Squall (1996),Action|Adventure|Drama,tt0118158,10534,White Squall,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",/muhTVa52IufjTaqNseXFQUAEuyG.jpg,NA
87,Dunston Checks In (1996),Children|Comedy,tt0116151,17414,Dunston Checks In,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,NA
88,Black Sheep (1996),Comedy,tt0115697,13997,Black Sheep,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,NA
89,Nick of Time (1995),Action|Thriller,tt0113972,2086,Nick of Time,An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.,/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,NA
92,Mary Reilly (1996),Drama|Horror|Thriller,tt0117002,9095,Mary Reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg,NA
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,tt0114825,12158,Vampire in Brooklyn,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.",/fodPA5x3REtOwColG17CucreZqM.jpg,NA
94,Beautiful Girls (1996),Comedy|Drama|Romance,tt0115639,9283,Beautiful Girls,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,NA
95,Broken Arrow (1996),Action|Adventure|Thriller,tt0115759,9208,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg,NA
96,In the Bleak Midwinter (1995),Comedy|Drama,tt0113403,40154,In the Bleak Midwinter,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",/lam5mVjru6yhgG8N1MHCqAUrxzL.jpg,NA
97,"Hate (Haine, La) (1995)",Crime|Drama,tt0113247,406,La Haine,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",/gIMt8wYctUZntMMZTddZdhN5c8k.jpg,NA
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,tt0113283,63076,Heidi Fleiss: Hollywood Madam,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,NA
100,City Hall (1996),Drama|Thriller,tt0115907,11062,City Hall,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",/tEpefYZtoDZsMflWrPIXbW0OSwN.jpg,NA
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,tt0115734,13685,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,NA
102,Mr. Wrong (1996),Comedy,tt0117102,47475,Mr. Wrong,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,NA
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,tt0118040,2045,Unforgettable,"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences.",/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,NA
104,Happy Gilmore (1996),Comedy,tt0116483,9614,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,NA
105,"Bridges of Madison County, The (1995)",Drama|Romance,tt0112579,688,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,/teGMLWvCnJqvtPYCSuUKRM9MvFe.jpg,NA
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,tt0110251,11907,Keiner liebt mich,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg,NA
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,tt0117110,10874,Muppet Treasure Island,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",/gX2TAgjGvk2LJk4Awu0LM7UScfQ.jpg,NA
108,Catwalk (1996),Documentary,tt0112646,89333,Catwalk,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg,NA
110,Braveheart (1995),Action|Drama|War,tt0112573,197,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",/or1gBugydmjToAEq7OZY0owwFk.jpg,NA
111,Taxi Driver (1976),Crime|Drama|Thriller,tt0075314,103,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,NA
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,tt0113326,33542,紅番區,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,NA
113,Before and After (1996),Drama|Mystery,tt0115645,43566,Before and After,Two parents deal with the effects when their son is accused of murdering his girlfriend.,/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg,NA
116,Anne Frank Remembered (1995),Documentary,tt0112373,51352,Anne Frank Remembered,"Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg,NA
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,tt0115033,16934,The Young Poisoner's Handbook,"Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured.",/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg,NA
118,If Lucy Fell (1996),Comedy|Romance,tt0116606,10324,If Lucy Fell,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg,NA
119,"Steal Big, Steal Little (1995)",Comedy,tt0114536,78406,Steal Big Steal Little,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg,NA
121,"Boys of St. Vincent, The (1992)",Drama,tt0106473,32119,The Boys of St. Vincent,"The true story of boys being sexually abused at their orphanage, run by a religious community in Newfoundland.",/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg,NA
